wos_id,doi,title,abstract,label,source_type,source_specific,isolate_concentrate_flour,modification_step,application_property,trap_type,reason
syn38,doi38,Spray Drying Conditions Influence Solubility and Viscosity of Microbial Protein Isolate from Methylococcus capsulatus,"Methylococcus capsulatus biomass, produced through methanotrophic fermentation, is being investigated as a scalable alternative protein source for food and feed applications. This study examined spray drying inlet temperature (150 to 190 degrees C) effects on the functional properties of extracted microbial protein isolate. Protein dried at 170 degrees C retained the highest solubility (61%) and lowest viscosity at 50 s-1 shear rate, while higher temperatures caused a 34% decline in solubility due to increased denaturation. Differential scanning calorimetry confirmed progressive structural changes with rising drying temperature. Moderate spray drying temperatures are recommended to preserve the functional properties of Methylococcus capsulatus protein isolate.",irrelevant,microbial,Methylococcus capsulatus,isolate,spray drying inlet temperature,"solubility, viscosity, thermal stability (DSC), preservation of functional properties",microbial_source,
syn39,doi39,pH-Shifting Treatment Enhances Foaming and Emulsifying Properties of Spirulina-Derived Phycocyanin Protein Complex,"Phycocyanin, a pigment protein complex extracted from the cyanobacterium Arthrospira platensis, has functional potential beyond its use as a natural colorant. This study applied alkaline pH-shifting (pH 11 for 20 min, followed by isoelectric precipitation) to phycocyanin protein complex and evaluated resulting foaming and emulsifying behavior. Treated samples exhibited foaming capacity increases from 14% to 39% and emulsifying activity index gains from 11.8 to 22.4 m2/g. Circular dichroism confirmed partial unfolding of the phycobiliprotein structure following treatment. The results indicate pH-shifting is an effective modification strategy for broadening the functional applications of cyanobacterial phycocyanin protein.",irrelevant,microbial,Arthrospira platensis,protein,"alkaline pH?shifting (pH?11, 20?min) followed by isoelectric precipitation","foaming capacity, emulsifying activity, structural unfolding (CD), broadened functional applications",microbial_source,
syn40,doi40,Genome Analysis and Functional Evaluation of Exopolysaccharide Produced by Weissella cibaria HN31 from Fermented Rice Wine,"Exopolysaccharide-producing strain HN31, isolated from traditional fermented rice wine, was identified as Weissella cibaria based on whole genome sequencing with 285x coverage and a genome size of 2.41 Mb. Genomic analysis identified biosynthetic gene clusters associated with dextran-type exopolysaccharide production. The purified exopolysaccharide exhibited a molecular weight of 8.9 x 10^5 g/mol and demonstrated water holding capacity of 18.2 g/g along with pseudoplastic rheological behavior. Gel formation was observed at concentrations above 3%, with storage modulus exceeding loss modulus across the tested frequency range. These findings position Weissella cibaria HN31 exopolysaccharide as a promising functional food hydrocolloid.",irrelevant,microbial,Weissella cibaria HN31,exopolysaccharide,"fermentation, genomic identification, purification (ethanol precipitation and chromatography)","molecular weight, water holding capacity, rheology (pseudoplastic behavior), gel formation, functional hydrocolloid potential",microbial_source,
syn41,doi41,Transglutaminase Crosslinking of Filamentous Fungal Protein from Aspergillus oryzae Biomass Improves Gel Strength,"Filamentous fungal biomass from Aspergillus oryzae fermentation is an emerging protein source for meat analogue applications, though native protein forms weak gels unsuitable for structured products. This study used microbial transglutaminase (0 to 10 U/g protein) to crosslink extracted fungal protein and assessed resulting gel strength and water holding capacity. Crosslinked gels showed a 41% increase in storage modulus and improved water holding capacity from 65% to 87%. SDS-PAGE analysis confirmed formation of high molecular weight polymers indicative of enzymatic crosslinking. These findings suggest transglutaminase treatment effectively enhances the gelation functionality of Aspergillus oryzae-derived fungal protein.",irrelevant,microbial,Aspergillus oryzae,fungal protein isolate,transglutaminase?induced crosslinking (0–10?U/g protein),"gel strength, water holding capacity, polymer formation (SDS?PAGE), enhanced gelation functionality",microbial_source,
syn42,doi42,Optimization of Xanthan Gum Production by Xanthomonas campestris and Characterization of Its Rheological Functional Properties,"Xanthan gum, an exopolysaccharide produced by Xanthomonas campestris through aerobic fermentation, is widely applied as a food thickening and stabilizing agent. This study optimized fermentation carbon source and agitation rate to maximize xanthan yield and evaluated resulting rheological properties. Optimized fermentation conditions achieved a yield of 32 g/L, and the resulting xanthan solutions exhibited apparent viscosity of 850 mPa.s at 10 s-1 shear rate with pronounced shear thinning behavior. Water holding capacity of the hydrated gum reached 24.1 g/g, confirming strong functional hydrocolloid performance. These results support optimized fermentation as an approach for enhancing the functional properties of xanthan gum for food applications.",irrelevant,microbial,Xanthomonas campestris,exopolysaccharide,"fermentation optimization (carbon source, agitation rate)","yield, viscosity, shear thinning behavior, water holding capacity, functional hydrocolloid performance",microbial_source,
syn43,doi43,High Pressure Processing Effects on Solubility and Emulsifying Activity of Bacterial Protein Isolate from Cupriavidus necator,"Cupriavidus necator, a hydrogen-oxidizing bacterium, produces protein-rich biomass considered a candidate alternative protein source for food applications. This study subjected extracted bacterial protein isolate to high pressure processing (200 to 500 MPa, 10 min) and measured resulting solubility and emulsifying activity. Solubility increased from 29% to 63% at pH 7 following 400 MPa treatment, while emulsifying activity index rose to 21.7 m2/g. Surface hydrophobicity increased progressively with pressure level, as confirmed by fluorescence probe analysis, up to 400 MPa before declining. These findings indicate moderate high pressure treatment can improve the functional properties of Cupriavidus necator-derived bacterial protein isolate.",irrelevant,microbial,Cupriavidus necator,isolate,high pressure processing,"solubility, emulsifying activity, surface hydrophobicity, improved functional properties",microbial_source,
syn44,doi44,Deamidation Treatment Improves Solubility and Interfacial Properties of Torula Yeast Protein Concentrate,"Torula yeast (Candida utilis) protein concentrate is used in food fortification, though its limited solubility at neutral pH restricts broader functional application. This study applied enzymatic deamidation using protein glutaminase to modify torula yeast protein concentrate and evaluated resulting solubility and interfacial tension. Deamidated protein exhibited a 3.1 fold increase in solubility at pH 7 and a 37% reduction in oil water interfacial tension. Circular dichroism spectra indicated increased random coil content consistent with reduced protein-protein interactions following treatment. The results indicate deamidation is an effective strategy for expanding the functional application range of torula yeast protein concentrate.",irrelevant,microbial,Candida utilis (torula yeast),concentrate,enzymatic deamidation using protein glutaminase,"solubility, interfacial tension, structural changes (CD), expanded functional application range",microbial_source,
syn45,doi45,Freeze-Drying Parameters Affect Aggregation and Water Holding Capacity of Gellan Gum Produced by Sphingomonas elodea,"Gellan gum, an exopolysaccharide produced by Sphingomonas elodea through aerobic fermentation, is a widely used gelling agent in food systems. This study examined how freeze-drying shelf temperature (minus 40 to minus 15 degrees C) influenced gellan gum aggregation behavior and functional properties upon rehydration. Samples dried at minus 15 degrees C exhibited greater particle aggregation and reduced water holding capacity (9.8 g/g) compared to 16.3 g/g for samples dried at minus 40 degrees C. Scanning electron microscopy revealed denser, more collapsed microstructures at higher drying temperatures. Optimized freeze-drying conditions are recommended to preserve the functional water holding capacity of gellan gum for food applications.",irrelevant,microbial,Sphingomonas elodea,exopolysaccharide,freeze?drying shelf temperature variation,"particle aggregation, water holding capacity, microstructure (SEM), functional hydrocolloid performance",microbial_source,
syn46,doi46,Effect of Alkaline Extraction pH on Solubility and Gelation of Protein Isolate from Common Carp Muscle,"Common carp is a widely farmed freshwater fish species with underutilized muscle protein for value added applications. This study extracted protein isolate from carp muscle using alkaline solubilization at pH 10 to 12 and evaluated resulting solubility and gel forming properties. Extraction at pH 11 produced isolate with the highest solubility (74%) and gel storage modulus, compared to lower yields at pH 10. Protein recovery and water holding capacity of formed gels both increased with rising extraction pH up to 11 before declining at pH 12. These findings indicate alkaline extraction pH is a critical parameter for optimizing carp muscle protein isolate functional gelation properties.",irrelevant,seafood,common carp,isolate,alkaline solubilization,"solubility, gel storage modulus, protein recovery, water holding capacity, functional gelation optimization",fish_or_seafood_source,
syn47,doi47,Ultrasound-Assisted Modification Improves Emulsifying Activity of Shrimp Shell Protein Concentrate,"Shrimp processing byproducts, including shell material, contain substantial protein that could be valorized for functional food applications. This study applied high intensity ultrasound (20 kHz, 200 to 500 W, 15 min) to shrimp shell protein concentrate and assessed resulting emulsifying activity and stability. Ultrasonicated samples exhibited emulsifying activity index increases from 13.5 to 27.8 m2/g and emulsion stability improvements of 31% after 24 hours. Particle size analysis confirmed partial protein unfolding without extensive aggregation. Ultrasound treatment is proposed as a non-thermal method for enhancing the functional properties of shrimp shell-derived protein concentrate.",irrelevant,seafood,shrimp shell byproducts,protein,ultrasound treatmen,"emulsifying activity, emulsion stability, particle size reduction, enhanced functional properties",fish_or_seafood_source,
syn48,doi48,Enzymatic Hydrolysis Enhances Foaming and Water Holding Capacity of Squid Mantle Protein Isolate,"Squid mantle protein isolate has potential as a functional food ingredient, though its native foaming performance remains limited. This study used papain hydrolysis (0.5 to 2% enzyme to substrate ratio) to modify squid mantle protein isolate and evaluated resulting foaming capacity and water holding capacity. Mild hydrolysis (1%) increased foaming capacity from 16% to 49% and water holding capacity from 3.6 to 6.2 g/g. Degree of hydrolysis was confirmed by ninhydrin assay and SDS-PAGE peptide profiling. These results suggest controlled enzymatic hydrolysis is an effective method for improving squid mantle protein isolate functionality in food systems.",irrelevant,seafood,squid mantle,isolate,papain hydrolysis (0.5–2% enzyme?to?substrate ratio),"foaming capacity, water holding capacity",fish_or_seafood_source,
syn49,doi49,High Hydrostatic Pressure Treatment Alters Gel Strength and Rheological Properties of Pacific Whiting Surimi,"Pacific whiting surimi is widely used in seafood analogue products, though its gel forming ability is often limited by endogenous proteolytic activity. This study applied high hydrostatic pressure (200 to 600 MPa, 10 min) to surimi paste prior to thermal setting and measured resulting gel strength and rheological behavior. Pressure treatment at 400 MPa increased gel breaking force by 38% and storage modulus by 42% compared to untreated controls. Differential scanning calorimetry indicated pressure-induced protein denaturation consistent with enhanced network formation. These results demonstrate that high hydrostatic pressure is an effective strategy for improving Pacific whiting surimi gel functionality.",irrelevant,seafood,Pacific whiting,protein,"high hydrostatic pressure (200–600?MPa, 10?min) prior to thermal setting",gel forming ability,fish_or_seafood_source,
syn50,doi50,pH-Shifting Processing Improves Solubility of Salmon Frame Protein Isolate Under Acidic Conditions,Salmon processing byproducts including frame material represent an underutilized protein resource with limited solubility near their isoelectric point. This study applied pH-shifting treatment (pH 11 for 30 min followed by neutralization) to salmon frame protein and evaluated solubility across pH 3 to 8. Treated samples showed solubility increases from 19% to 68% at pH 4.5. Differential scanning calorimetry indicated partial denaturation and refolding during processing. Zeta potential measurements confirmed altered surface charge distribution following treatment. The pH-shifting approach offers a practical route to expand salmon frame protein isolate applications in low pH food formulations.,irrelevant,fish,salmon frame byproducts,isolate,"pH?shifting (pH?11 for 30?min, followed by neutralization)","solubility across pH range, thermal behavior (DSC), surface charge (zeta potential), expanded low?pH functionality",fish_or_seafood_source,
syn51,doi51,Glycation via Maillard Reaction Improves Emulsifying Stability of Crab Meat Protein Isolate,"Crab meat protein isolate is valued for its emulsifying capability, though stability under thermal processing conditions remains a challenge. This study conjugated crab meat protein isolate with dextran through controlled dry heating (60 degrees C, 60% relative humidity, up to 5 days) to induce Maillard-type glycation. Glycated samples exhibited a 43% improvement in emulsion stability after heat treatment at 90 degrees C and reduced droplet coalescence during 14 days of storage. FTIR spectra confirmed covalent conjugation between protein and polysaccharide chains. Glycation is presented as an effective strategy for improving the thermal functional stability of crab meat protein-based emulsifiers.",irrelevant,seafood,crab ,isolate,Maillard?type glycation with,"emulsion stability, droplet stability, thermal stability, rheology",fish_or_seafood_source,
syn52,doi52,Transglutaminase Crosslinking Enhances Gel Strength of Cod Fillet Protein Isolate,"Cod fillet protein isolate is commonly incorporated into restructured seafood products, though its native gels are often weak and prone to syneresis. This study used microbial transglutaminase (0 to 10 U/g protein) to crosslink cod fillet protein isolate and assessed resulting gel strength and water holding capacity. Crosslinked gels exhibited a 44% increase in gel strength and improved water holding capacity from 66% to 88%. SDS-PAGE analysis confirmed formation of high molecular weight polymers consistent with enzymatic crosslinking. These findings indicate transglutaminase treatment is an effective strategy for improving the gelation functionality of cod fillet protein isolate.",irrelevant,fish,cod,isolate,enzymatic crosslinking with microbial transglutaminase,"gel strength, water?holding capacity",fish_or_seafood_source,
syn53,doi53,Microwave Treatment Alters Thermal Stability and Foaming Properties of Mussel Protein Concentrate,"Mussel protein concentrate is gaining interest as a byproduct-derived functional ingredient, though thermal processing effects on its foaming performance are not well characterized. This study applied microwave treatment (700 W, 30 to 90 s) to mussel protein concentrate and evaluated resulting thermal stability and foaming capacity. Denaturation temperature increased by 3.8 degrees C after 60 s treatment, and foaming capacity improved by 36% compared to untreated protein. Differential scanning calorimetry and dynamic surface tension analysis confirmed structural reorganization consistent with partial protein unfolding. Microwave processing is proposed as a rapid method for enhancing mussel protein concentrate functional performance.",irrelevant,seafood,mussel,isolate,"microwave treatment (700?W, 30–90?s)","thermal stability, foaming capacity",fish_or_seafood_source,
syn54,doi54,Deamidation Treatment Enhances Solubility and Interfacial Properties of Anchovy Protein Hydrolysate,"Anchovy protein hydrolysate exhibits limited solubility and interfacial activity at neutral pH, restricting its use in acidic and low ionic strength food systems. This study applied enzymatic deamidation using protein glutaminase to modify anchovy protein hydrolysate and evaluated resulting functional properties. Deamidated hydrolysate showed a 2.9 fold increase in solubility at pH 7 and a 39% reduction in interfacial tension at the oil water interface. Circular dichroism spectra indicated reduced secondary structure content following treatment. The results indicate deamidation is an effective strategy for broadening the functional application range of anchovy protein hydrolysate.",irrelevant,fish,anchovy,protein,enzymatic deamidation using protein glutaminase,"solubility, interfacial tension, secondary structure",fish_or_seafood_source,
syn55,doi55,Freeze-Drying Process Parameters Affect Aggregation Behavior and Solubility of Scallop Protein Isolate,"Scallop protein isolate is valued for its distinct amino acid profile and potential functional applications, yet drying-induced structural changes remain underexplored. This study examined how freeze-drying shelf temperature (minus 40 to minus 10 degrees C) influenced scallop protein isolate aggregation and solubility. Samples dried at minus 10 degrees C exhibited greater particle aggregation and a solubility decrease to 58%, compared to 86% for samples dried at minus 40 degrees C. Scanning electron microscopy revealed denser, more collapsed microstructures at higher drying temperatures. Optimized freeze-drying conditions are recommended to preserve the functional solubility of scallop protein isolate.",irrelevant,seafood,scallop,isolate,freeze?drying at different shelf temperatures (,"gellation, solubility",fish_or_seafood_source,
syn56,doi56,Acid Hydrolysis Modification of Fish Scale Collagen for Improved Foaming and Emulsifying Properties,"Fish scale collagen is a low-value processing byproduct with potential for upcycling into functional protein ingredients. This study applied controlled acid hydrolysis (0.5 to 2.0 M HCl) to tilapia scale collagen and assessed resulting foaming and emulsifying properties. Foaming capacity increased from 7% in native collagen to 61% after moderate hydrolysis, while emulsifying activity index rose to 20.4 m2/g. Molecular weight distribution analysis confirmed hydrolysis produced peptides predominantly in the 2 to 14 kDa range. These results suggest acid hydrolysis can convert fish scale collagen byproducts into viable functional protein ingredients for food applications.",irrelevant,fish,tillapia,protein,controlled acid hydrolysis,"foaming capacity, emulsifying ac",fish_or_seafood_source,
syn57,doi57,Spray Drying Conditions Influence Rheological Properties and Gelation of Mackerel Myofibrillar Protein Isolate,"Mackerel myofibrillar protein contributes gelation and viscosity characteristics relevant to processed seafood products. This study evaluated the effect of spray drying inlet temperature (150 to 190 degrees C) on the rheological and gel-forming properties of extracted myofibrillar protein isolate. Protein dried at 170 degrees C retained the highest gel storage modulus and lowest denaturation loss, while higher temperatures caused a 37% reduction in gelation capacity. Protein solubility declined progressively with increasing drying temperature. Findings indicate that moderate spray drying temperatures best preserve the functional gelation properties of mackerel myofibrillar protein isolate.",irrelevant,fish,mackerel ,isolate,spray drying at different inlet temperatures,"rheology, gelation capacity, solubility",fish_or_seafood_source,
syn58,doi58,Effect of Dry Heat Treatment on Solubility and Emulsifying Properties of Sea Cucumber Body Wall Protein,"Sea cucumber body wall protein differs structurally from finfish muscle protein and has drawn interest for novel functional food applications. This study subjected sea cucumber body wall protein to dry heat treatment (100 to 140 degrees C, up to 60 min) and measured changes in solubility and emulsifying activity. Moderate heating at 120 degrees C for 30 min increased solubility by 21% and emulsifying activity index by 26%, while prolonged heating above 45 min caused excessive aggregation and reduced functionality. Free sulfhydryl group analysis indicated partial unfolding without extensive crosslinking under optimal conditions. Controlled dry heating is proposed as a means to tailor sea cucumber protein functional properties.",irrelevant,seafood,sea cucumber,protein ,dry heat treatment,"solubility, emulsifying activity",fish_or_seafood_source,
syn59,doi59,Ultrafiltration Fractionation Improves Water Holding Capacity of Tuna Byproduct Protein Hydrolysate,"Protein hydrolysates derived from tuna processing byproducts are commonly incorporated into food products for their water binding and textural contributions. This study fractionated tuna byproduct hydrolysate by ultrafiltration into three molecular weight ranges and evaluated water holding capacity and viscosity. The 3 to 10 kDa fraction exhibited water holding capacity of 7.1 g/g, significantly higher than the unfractionated hydrolysate at 4.3 g/g. Amino acid composition analysis showed enrichment of glycine and glutamic acid in the higher functionality fraction. These findings support molecular weight fractionation as a means to enhance tuna byproduct hydrolysate functionality for food applications.",irrelevant,fish,tuna,protein,ultrafiltration fractionation into molecular?weight ranges,"water?holding capacity, viscosity",fish_or_seafood_source,
syn60,doi60,Phosphorylation Modification of Clam Protein Isolate and Its Effect on Solubility and Gelation,"Clam protein isolate is applied in seafood formulations due to its gelation and solubility characteristics, though functional performance under processing conditions varies widely. This study used sodium tripolyphosphate treatment to induce phosphorylation of clam protein isolate and assessed resulting functional changes. Phosphorylated protein showed a 32% increase in solubility at neutral pH and formed gels with 27% higher storage modulus than untreated protein. Calcium binding capacity increased significantly following modification, as confirmed by atomic absorption spectroscopy. The findings demonstrate that phosphorylation is a viable chemical modification route for tailoring clam protein isolate functionality in seafood product development.",irrelevant,seafood,clam,protein,phosphorylation using sodium tripolyphosphate,"solubility, gelation (storage modulus), calcium?binding capacity",fish_or_seafood_source,
syn61,doi61,High Hydrostatic Pressure Processing Effects on Techno-Functional Properties of Chicken Breast Myofibrillar Protein Isolate,"Chicken breast myofibrillar protein is a key functional component in processed poultry products, though its gel forming performance can be limited under conventional thermal processing. This study applied high hydrostatic pressure (200 to 500 MPa, 10 min) to chicken breast myofibrillar protein isolate and evaluated resulting solubility and gelation properties. Pressure treatment at 350 MPa increased protein solubility from 42% to 71% and improved gel storage modulus by 34% compared to untreated controls. Differential scanning calorimetry confirmed pressure-induced partial denaturation consistent with enhanced network formation. These results demonstrate that moderate high hydrostatic pressure treatment can effectively improve the functional properties of chicken breast myofibrillar protein isolate.",irrelevant,poultry,chicken ,isolate ,"high hydrostatic pressure (200–500?MPa, 10?min)","solubility, gelation (storage modulus)",poultry_source,
syn62,doi62,Ultrasound-Assisted Modification Improves Foaming and Emulsifying Properties of Turkey Breast Protein Concentrate,"Turkey breast protein concentrate is used in processed meat formulations, though its native foaming and emulsifying performance remain suboptimal for certain applications. This study applied high intensity ultrasound (20 kHz, 150 to 400 W, 15 min) to turkey breast protein concentrate and assessed resulting functional properties. Ultrasonicated samples exhibited foaming capacity increases from 19% to 48% and emulsifying activity index gains from 14.6 to 26.9 m2/g. Particle size analysis confirmed partial protein unfolding without significant aggregation. Ultrasound treatment is proposed as a non-thermal method for enhancing the functional performance of turkey breast protein concentrate in food systems.",irrelevant,poultry,turkey,concentrate,"high?intensity ultrasound (20?kHz, 150–400?W, 15?min)","foaming capacity, emulsifying activit",poultry_source,
syn63,doi63,Acid-Aided pH-Shift Processing of Quail Egg Albumen Protein Isolate and Its Techno-Functional Characteristics,"Quail egg albumen represents an underutilized protein source with distinct functional characteristics compared to chicken egg white. This study applied an acid-aided pH-shift process (pH 3 for 30 min followed by neutralization) to recover protein isolate from quail egg albumen and evaluated resulting solubility, foaming, and gelation behavior. The pH-shifted isolate showed solubility of 79% at neutral pH, foaming capacity of 62%, and formed gels with 29% higher storage modulus compared to conventionally recovered albumen protein. Circular dichroism confirmed partial unfolding and refolding of secondary structure during processing. These findings indicate acid-aided pH-shifting is effective for enhancing quail egg albumen protein functionality.",irrelevant,poultry,egg,isolate,acid?aided pH?shift,"solubility, foaming capacity, gelation (storage modulus)",poultry_source,
syn64,doi64,Enzymatic Hydrolysis Enhances Water Holding Capacity and Viscosity of Chicken Liver Protein Hydrolysate,"Chicken liver, a poultry processing byproduct, contains substantial protein that could be valorized for functional food ingredient development. This study used Alcalase hydrolysis (0.5 to 2.5% enzyme to substrate ratio) to modify chicken liver protein and evaluated resulting water holding capacity and apparent viscosity. Mild hydrolysis (1%) increased water holding capacity from 3.1 to 5.8 g/g while reducing viscosity by 41% at 50 s-1 shear rate. Degree of hydrolysis was confirmed by trinitrobenzenesulfonic acid assay and SDS-PAGE peptide profiling. These results suggest controlled enzymatic hydrolysis is an effective strategy for tuning chicken liver protein functionality for food applications.",irrelevant,poultry,chicken liver ,protein ,enzymatic hydrolysis using Alcalase,"water?holding capacity, viscosity",poultry_source,
syn65,doi65,Glycation via Maillard Reaction Improves Thermal Stability of Duck Egg Yolk Protein Emulsions,"Duck egg yolk protein is a commonly used emulsifier in food formulations, though its stability under thermal processing conditions is often limited. This study conjugated duck egg yolk protein with maltodextrin through controlled dry heating (60 degrees C, 65% relative humidity, up to 5 days) to induce glycation. Glycated protein exhibited a 44% improvement in emulsion stability after heating at 90 degrees C and reduced droplet coalescence during 14 days of storage. FTIR spectra confirmed covalent conjugation between protein and polysaccharide chains. Glycation is presented as an effective strategy for improving the thermal functional stability of duck egg yolk-based emulsifiers.",irrelevant,poultry,duck egg yol ,protein ,dry?heating glycation with maltodextrin,emulsion stability,poultry_source,
syn66,doi66,Transglutaminase Crosslinking Enhances Gel Strength of Chicken Gizzard Protein Isolate,"Chicken gizzard, a lean poultry byproduct, is a candidate source of functional protein for restructured food products. This study used microbial transglutaminase (0 to 10 U/g protein) to crosslink chicken gizzard protein isolate and assessed resulting gel strength and water holding capacity. Crosslinked gels exhibited a 42% increase in gel strength and improved water holding capacity from 64% to 86%. SDS-PAGE analysis confirmed formation of high molecular weight polymers consistent with enzymatic crosslinking. These findings indicate transglutaminase treatment is an effective strategy for improving the gelation functionality of chicken gizzard protein isolate.",irrelevant,poultry,chicken gizzard,protein,proteintransglutaminase?induced crosslinking,"gel strength, water holding capacity, polymer formation (SDS?PAGE), improved gelation functionality",poultry_source,
syn67,doi67,Microwave Treatment Alters Thermal Stability and Foaming Properties of Goose Egg White Protein Isolate,"Goose egg white protein possesses functional characteristics that remain comparatively understudied relative to chicken egg white. This study applied microwave treatment (700 W, 30 to 90 s) to goose egg white protein isolate and measured resulting changes in thermal stability and foaming capacity. Denaturation temperature increased by 4.5 degrees C after 60 s treatment, and foaming capacity improved by 39% compared to untreated protein. Differential scanning calorimetry and dynamic surface tension analysis confirmed structural reorganization consistent with partial protein unfolding. Microwave processing is proposed as a rapid method for enhancing goose egg white protein functional performance.",irrelevant,poultry,goose egg white,isolate,microwave treatment,"thermal stability, foaming capacity, structural reorganization (DSC, surface tension), enhanced functional performance",poultry_source,
syn68,doi68,Deamidation Treatment Enhances Solubility and Interfacial Properties of Chicken Feather Meal Protein Hydrolysate,"Chicken feather meal, a keratin-rich poultry processing byproduct, has potential for upcycling into functional protein ingredients despite limited native solubility. This study applied enzymatic deamidation using protein glutaminase to modify feather meal protein hydrolysate and evaluated resulting functional properties. Deamidated hydrolysate showed a 3.3 fold increase in solubility at pH 7 and a 38% reduction in oil water interfacial tension. Circular dichroism spectra indicated increased random coil content following treatment. The results indicate deamidation is an effective strategy for broadening the functional application range of chicken feather meal protein hydrolysate.",irrelevant,poultry,chicken feathers,meal,enzymatic deamidation using protein glutaminase,"solubility, interfacial tension, structural changes (CD), expanded functional application range",poultry_source,
syn69,doi69,Freeze-Drying Process Parameters Affect Aggregation Behavior and Solubility of Turkey Egg Protein Isolate,"Turkey egg protein is valued for its distinct amino acid profile and potential functional applications, yet drying-induced structural changes affecting solubility remain underexplored. This study examined how freeze-drying shelf temperature (minus 40 to minus 10 degrees C) influenced turkey egg protein isolate aggregation and solubility. Samples dried at minus 10 degrees C exhibited greater particle aggregation and a solubility decrease to 60%, compared to 87% for samples dried at minus 40 degrees C. Scanning electron microscopy revealed denser, more collapsed microstructures at higher drying temperatures. Optimized freeze-drying conditions are recommended to preserve the functional solubility of turkey egg protein isolate.",irrelevant,poultry,turkey egge,protein ,freeze?drying shelf temperature,"aggregation behavior, solubility, microstructure (SEM), preserved functional solubility",poultry_source,
syn70,doi70,Spray Drying Conditions Influence Rheological Properties and Gelation of Chicken Blood Plasma Protein Concentrate,"Chicken blood plasma protein is an underutilized poultry slaughter byproduct with potential functional food applications. This study evaluated the effect of spray drying inlet temperature (150 to 190 degrees C) on the rheological and gel forming properties of extracted plasma protein concentrate. Protein dried at 170 degrees C retained the highest gel storage modulus and lowest denaturation loss, while higher temperatures caused a 36% reduction in gelation capacity. Protein solubility declined progressively with increasing drying temperature. Findings indicate that moderate spray drying temperatures best preserve the functional gelation properties of chicken blood plasma protein concentrate.",irrelevant,poultry,chicken blood plasma,concentrate,spray drying inlet temperature variation,"rheology, gel strength (storage modulus), denaturation loss, solubility, preserved gelation functionality",poultry_source,
syn71,doi71,Ultrafiltration Fractionation Improves Emulsifying Activity of Chicken Bone Broth Protein Hydrolysate,"Chicken bone broth protein hydrolysate is increasingly incorporated into functional food and beverage products for its nutritional and textural contributions. This study fractionated chicken bone broth hydrolysate by ultrafiltration into three molecular weight ranges and evaluated emulsifying activity and stability. The 3 to 10 kDa fraction exhibited emulsifying activity index of 24.3 m2/g, significantly higher than the unfractionated hydrolysate at 14.1 m2/g. Amino acid composition analysis showed enrichment of glycine and proline in the higher functionality fraction. These findings support molecular weight fractionation as a means to enhance chicken bone broth hydrolysate functionality for food applications.",irrelevant,poultry,chicken bone broth,protein ,ultrafiltration fractionation,"emulsifying activity, emulsion stability, amino acid ",poultry_source,
syn72,doi72,Phosphorylation Modification of Chicken Egg White Protein and Its Effect on Solubility and Gelation,"Chicken egg white protein is widely applied in food formulations due to its gelation and solubility characteristics, though functional performance under variable pH conditions can be inconsistent. This study used sodium tripolyphosphate treatment to induce phosphorylation of chicken egg white protein and assessed resulting functional changes. Phosphorylated protein showed a 29% increase in solubility at acidic pH and formed gels with 24% higher storage modulus than untreated protein. Calcium binding capacity increased significantly following modification, as confirmed by atomic absorption spectroscopy. The findings demonstrate that phosphorylation is a viable chemical modification route for tailoring chicken egg white protein functionality.",irrelevant,poultry,chicken egg white,isolate,sodium tripolyphosphate?induced phosphorylation,"solubility (acidic pH), gel storage modulus, calcium binding capacity, tailored functional perfor",poultry_source,
syn73,doi73,Pulsed Electric Field Processing Alters Foaming and Viscosity of Duck Breast Myofibrillar Protein Isolate,"Duck breast myofibrillar protein exhibits functional properties relevant to processed poultry products, though non-thermal processing effects remain limited in the literature. This study applied pulsed electric field treatment (15 to 25 kV/cm) to duck breast myofibrillar protein isolate and measured resulting changes in foaming capacity and apparent viscosity. Treated samples exhibited foaming capacity gains of up to 47% and a viscosity reduction of 19% at 100 s-1 shear rate. Protein unfolding and increased free sulfhydryl content were confirmed by fluorescence spectroscopy. These results support pulsed electric field as a non-thermal processing method for modifying duck breast protein functionality.",irrelevant,poultry,duck breast myofribrilla,isolate,pulsed electric field (15–25?kV/cm),"foaming capacity, viscosity, protein unfolding, free sulfhydryl content, modified functional performance",poultry_source,
syn74,doi74,Effect of Dry Heat Treatment on Solubility and Emulsifying Properties of Quail Meat Protein Concentrate,"Quail meat protein concentrate is gaining interest as a specialty poultry ingredient, though thermal processing effects on its functional properties remain underexplored. This study subjected quail meat protein concentrate to dry heat treatment (100 to 140 degrees C, up to 60 min) and measured changes in solubility and emulsifying activity. Moderate heating at 120 degrees C for 30 min increased solubility by 20% and emulsifying activity index by 25%, while prolonged heating above 45 min caused excessive aggregation and reduced functionality. Free sulfhydryl group analysis indicated partial unfolding without extensive crosslinking under optimal conditions. Controlled dry heating is proposed as a means to tailor quail meat protein concentrate functional properties.",irrelevant,poultry,quail meat ,protein ,dry heat treatment,"solubility, emulsifying activity, aggregation behavior, free sulfhydryl content, tailored functional properties",poultry_source,
